1,An anticodon-binding domain of class I aminoacyl-tRNA synthetases 
4,Anaphylotoxins (complement system) 
259,Ankyrin repeat 
13,Annexin 
13,Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases 
2,Anticodon-binding domain of PheRS 
1,Anti-sigma factor AsiA 
2,ApaG-like 
1,Apolipophorin-III 
10,Apolipoprotein 
1,Apyrase 
16,Aquaporin-like 
4,AraDHMP-PK domain-like 
31,ArfGapRecO-like zinc finger 
14,Arginasedeacetylase 
1,Argininosuccinate synthetase- C-terminal domain 
2,Arginyl-tRNA synthetase (ArgRS)- N-terminal additional domain 
15,ARID-like 
232,ARM repeat 
4,Aromatic aminoacid monoxygenases- catalytic and oligomerization domains 
2,Aromatic compound dioxygenase 
2,Arp23 complex 16 kDa subunit ARPC5 
1,Arp23 complex 21 kDa subunit ARPC3 
2,Arp23 complex subunits 
2,ASF1-like 
3,Aspartate carbamoyltransferase- Regulatory-chain- C-terminal domain 
1,Aspartateglutamate racemase 
5,Aspartateornithine carbamoyltransferase 
1,ATP12-like 
32,ATPase domain of HSP90 chaperoneDNA topoisomerase IIhistidine kinase 
3,ATP-dependent DNA ligase DNA-binding domain 
1,AtpF-like 
1,ATP synthase B chain-like 
1,ATP synthase D chain-like 
1,ATP synthase (F1-ATPase)- gamma subunit 
6,AXH domain 
3,Bacterial exopeptidase dimerisation domain 
1,Bacterial luciferase-like 
10,Bactericidal permeability-increasing protein- BPI 
4,BAG domain 
10,BAH domain 
9,Band 7SPFH domain 
84,BARIMD domain-like 
2,Barrier-to-autointegration factor- BAF 
1,Barwin-like endoglucanases 
1,BB1717-like 
85,B-box zinc-binding domain 
15,Bcl-2 inhibitors of programmed cell death 
1,Bcr-Abl oncoprotein oligomerization domain 
8,BEACH domain 
6,beta and beta-prime subunits of DNA dependent RNA-polymerase 
909,beta-beta-alpha zinc fingers 
2,beta-catenin-interacting protein ICAT 
3,beta-Galactosidaseglucuronidase domain 
3,beta-lactamasetranspeptidase-like 
2,beta-N-acetylhexosaminidase-like domain 
6,beta-sandwich domain of Sec2324 
24,Bet v1-like 
17,Blood coagulation inhibitor (disintegrin) 
1,BLRF2-like 
3,BolA-like 
15,BPTI-like 
1,BRCA2 helical domain 
1,BRCA2 tower domain 
26,BRCT domain 
6,BRK domain-like 
41,Bromodomain 
2,BSD domain-like 
7,BTG domain-like 
162,C2 domain (Calciumlipid-binding domain- CaLB) 
107,Cadherin-like 
19,CAD & PB1 domains 
35,Calcium ATPase- transduction domain A 
26,Calcium ATPase- transmembrane domain M 
171,Calcium-dependent phosphotriesterase 
1,Calcyclin-binding protein-like 
13,Calpain large subunit- middle domain (domain III) 
79,Calponin-homology domain- CH-domain 
9,CalX-like 
40,cAMP-binding domain-like 
10,Cap-Gly domain 
3,CAPPD- an extracellular domain of amyloid beta A4 protein 
2,Carbamate kinase-like 
2,Carbamoyl phosphate synthetase- large subunit connection domain 
2,Carbamoyl phosphate synthetase- small subunit N-terminal domain 
8,Carbohydrate phosphatase 
15,Carbonic anhydrase 
9,Carbon-nitrogen hydrolase 
11,Carboxypeptidase regulatory domain-like 
2,Casein kinase II beta subunit 
14,Caspase-like 
5,Cation efflux protein cytoplasmic domain-like 
10,Cation efflux protein transmembrane domain-like 
1,CBD9-like 
20,CBS-domain pair 
50,CCCH zinc finger 
7,CCHHC domain 
3,Cdc48 domain 2-like 
2,Cell cycle regulatory proteins 
1,Cgl1923-like 
45,Chaperone J-domain 
1,Chelatase 
8,CheY-like 
5,Chitinase insertion domain 
2,Cholecystokinin A receptor- N-domain 
1,Chondroitin ACalginate lyase 
41,Chromo domain-like 
143,CHY zinc finger-like 
2,Citrate synthase 
14,Class I glutamine amidotransferase-like 
15,Class II aaRS ABD-related 
28,Class II aaRS and biotin synthetases 
1,Class II MHC-associated invariant chain ectoplasmic trimerization domain 
12,Clathrin adaptor appendage domain 
3,Clathrin heavy-chain terminal domain 
39,Clavaminate synthase-like 
9,Clc chloride channel 
22,ClpPcrotonase 
3,ClpS-like 
9,Cna protein B-type domain 
1,CNF1YfiH-like putative cysteine hydrolases 
1,CoaB-like 
11,CoA-dependent acyltransferases 
2,CoA-transferase family III (CaiBBaiF) 
1,Cobalamin adenosyltransferase-like 
4,Cobalamin (vitamin B12)-binding domain 
1,Cobalamin (vitamin B12)-dependent enzymes 
3,CO dehydrogenase flavoprotein C-terminal domain-like 
3,CO dehydrogenase ISP C-domain like 
2,CO dehydrogenase molybdoprotein N-domain-like 
1,Colicin E immunity proteins 
4,Colipase-like 
52,Complement control moduleSCR domain 
10,Composite domain of metallo-dependent hydrolases 
220,Concanavalin A-like lectinsglucanases 
4,Connexin43 
14,Conserved domain common to transcription factors TFIIS- elongin A- CRSP70 
1,Coproporphyrinogen III oxidase 
1,CorA soluble domain-like 
1,Core binding factor beta- CBF 
29,CRALTRIO domain 
13,CRALTRIO N-terminal domain 
9,Creatinaseaminopeptidase 
5,Creatinaseprolidase N-terminal domain 
3,Crisp domain-like 
1,Crustacean CHHMIHGIH neurohormone 
2,Cryptochromephotolyase FAD-binding domain 
2,Cryptochromephotolyase- N-terminal domain 
4,CSL zinc finger 
2,CtagCox11 
1,C-terminal autoproteolytic domain of nucleoporin nup98 
4,C-terminal domain of adenylylcyclase associated protein 
4,C-terminal domain of alpha and beta subunits of F1 ATP synthase 
1,C-terminal domain of DFF45ICAD (DFF-C domain) 
1,C-terminal domain of Ku80 
1,C-terminal domain of ProRS 
2,C-terminal domain of RNA polymerase alpha subunit 
1,C-terminal domain of transcriptional repressors 
5,C-terminal effector domain of the bipartite response regulators 
7,C-terminal- gelsolin-like domain of Sec2324 
268,C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase 
85,C-type lectin-like 
9,Cullin homology domain 
12,Cullin repeat-like 
21,Cupredoxins 
1,CutC-like 
3,Cu-Zn superoxide dismutase-like 
44,Cyclin-like 
21,Cyclophilin-like 
1,Cyclotides 
25,Cystatinmonellin 
3,Cysteine alpha-hairpin motif 
150,Cysteine proteinases 
7,Cysteine-rich DNA binding domain- (DM domain) 
92,Cysteine-rich domain 
62,Cystine-knot cytokines 
1,CYTH-like phosphatases 
14,Cytidine deaminase-like 
16,Cytochrome b5-like hemesteroid binding domain 
12,Cytochrome c 
1,Cytochrome c1 subunit of cytochrome bc1 complex (Ubiquinol-cytochrome c reductase)- transmembrane anchor 
1,Cytochrome c oxidase subunit E 
3,Cytochrome c oxidase subunit h 
1,Cytochrome c oxidase subunit III-like 
2,Cytochrome c oxidase subunit II-like- transmembrane region 
1,Cytochrome c oxidase subunit I-like 
57,Cytochrome P450 
27,Cytokine 
1,DAK1DegV-like 
2,D-aminoacid aminotransferase-like PLP-dependent enzymes 
70,DBL homology domain (DH-domain) 
1,Dcp2 domain-like 
87,DEATH domain 
18,Defensin-like 
2,Dehydroquinate synthase-like 
4,DEK C-terminal domain 
1,DhaL-like 
2,DHH phosphoesterases 
16,DHS-like NADFAD-binding domain 
4,Diaminopimelate epimerase-like 
3,Di-copper centre-containing domain 
2,Dihydrofolate reductase-like 
1,Dihydropteroate synthetase-like 
7,Dimeric alpha+beta barrel 
1,Dimerisation domain of CENP-B 
14,Dimerization-anchoring domain of cAMP-dependent PK regulatory subunit 
2,Dimerization cofactor of HNF-1 alpha 
1,Dipeptidyl peptidase I (cathepsin C)- exclusion domain 
4,DLC 
12,DNA-binding domain 
1,DNA-binding domain of retroviral integrase 
2,DNA-binding protein LAG-1 (CSL) 
2,DNA breaking-rejoining enzymes 
5,DNA clamp 
1,DNA damage-inducible protein DinI 
6,DNA-glycosylase 
8,DnaJHsp40 cysteine-rich domain 
6,DNA ligasemRNA capping enzyme- catalytic domain 
1,DNA methylase specificity domain 
2,DNA mismatch repair protein MutL 
5,DNA polymerase beta- N-terminal domain-like 
1,DNA primase core 
2,DNA repair protein MutS- domain I 
4,DNA repair protein MutS- domain II 
6,DNA repair protein MutS- domain III 
18,DNARNA polymerases 
29,DNase I-like 
2,DNA topoisomerase IV- alpha subunit 
1,Dom34Pelota N-terminal domain-like 
1,Domain from hypothetical 2610208m17rik protein 
4,Domain of poly(ADP-ribose) polymerase 
2,Domain of the SRPSRP receptor G-proteins 
2,Double Clp-N motif 
11,Doublecortin (DC) 
1,Double-stranded DNA-binding domain 
193,DPP6 N-terminal domain-like 
2,D-ribose-5-phosphate isomerase (RpiA)- lid domain 
29,dsRNA-binding domain-like 
2,DTD-like 
1,Duplicated hybrid motif 
7,DUSP-like 
3,dUTPase-like 
1,Dystroglycan- domain 2 
9,E2F-DP heterodimerization region 
4,EB1 dimerisation domain-like 
2,eEF-1beta-like 
1,eEF1-gamma domain 
6,EF-G C-terminal domain-like 
265,EF-hand 
11,EF-TueEF-1alphaeIF2-gamma C-terminal domain 
226,EGFLaminin 
4,eIF1-like 
1,eIF-2-alpha- C-terminal domain 
2,eIF2alpha middle domain-like 
5,eIF4e-like 
13,Elafin-like 
8,Elongation factor TFIIS domain 2 
1,Elongation factor Ts (EF-Ts)- dimerisation domain 
3,Endosomal sorting complex assembly domain 
1,EndoU-like 
8,Enolase C-terminal domain-like 
5,Enolase N-terminal domain-like 
28,ENTHVHS domain 
1,ENT-like 
1,ENV polyprotein- receptor-binding domain 
1,Epsilon subunit of F1F0-ATP synthase C-terminal domain 
1,Epsilon subunit of F1F0-ATP synthase N-terminal domain 
2,Epsilon subunit of mitochondrial F1F0-ATP synthase 
2,EPTRTPC-like 
1,ERH-like 
1,ERO1-like 
1,ERP29 C domain-like 
109,E set domains 
2,Eukaryotic DNA topoisomerase I- dispensable insert domain 
2,Eukaryotic DNA topoisomerase I- N-terminal DNA-binding fragment 
2,Eukaryotic RPB5 N-terminal domain 
44,Eukaryotic type KH-domain (KH-domain type I) 
2,Expressed protein At2g23090F21P24.15 
1,F1F0 ATP synthase subunit A 
5,F1F0 ATP synthase subunit C 
17,FabDlysophospholipase-like 
6,FAD-bindingtransporter-associated domain-like 
2,FAD-dependent thiol oxidase 
5,FAD-linked oxidases- C-terminal domain 
3,FAD-linked oxidoreductase 
19,FAD-linked reductases- C-terminal domain 
7,FADNAD-linked reductases- dimerisation (C-terminal) domain 
127,FADNAD(P)-binding domain 
5,FAH 
5,Families 5738 glycoside transferase middle domain 
1,Family 10 polysaccharide lyase 
774,Family A G protein-coupled receptor-like 
4,FAS1 domain 
2,FAT domain of focal adhesion kinase 
75,F-box domain 
33,FdhE-like 
1,Fe-Mn superoxide dismutase (SOD)- C-terminal domain 
1,Fe-Mn superoxide dismutase (SOD)- N-terminal domain 
2,Fe-only hydrogenase 
2,Fe-only hydrogenase smaller subunit 
23,Ferredoxin reductase-like- C-terminal NADP-linked domain 
10,Ferritin-like 
3,Fe-S cluster assembly (FSCA) domain-like 
6,FF domain 
1,FGAM synthase PurL- linker domain 
30,Fibrinogen C-terminal domain-like 
182,Fibronectin type III 
1,FKBP12-rapamycin-binding domain of FKBP-rapamycin-associated protein (FRAP) 
19,FKBP-like 
17,Flavoproteins 
1,FliG 
1,FLJ32549 C-terminal domain-like 
1,FLJ32549 domain-like 
2,FMN-binding split barrel 
1,FMN-dependent nitroreductase-like 
15,FMN-linked oxidoreductases 
6,FMT C-terminal domain-like 
36,FnI-like domain 
6,Folate-binding domain 
1,Formate dehydrogenaseDMSO reductase- domains 1-3 
11,Formateglycerate dehydrogenase catalytic domain-like 
2,Formiminotransferase domain of formiminotransferase-cyclodeaminase. 
17,Formin homology 2 domain (FH2 domain) 
4,Formyltransferase 
1,FrataxinNqo15-like 
19,Frizzled cysteine-rich domain 
2,FtsH protease domain-like 
2,Fumarate reductase respiratory complex transmembrane subunits 
1,Fumarylacetoacetate hydrolase- FAH- N-terminal domain 
1,Functional domain of the splicing factor Prp18 
1,FYSH domain 
308,FYVEPHD zinc finger 
1,GAD domain-like 
8,GAF domain-like 
81,Galactose-binding domain-like 
12,Galactose mutarotase-like 
117,Galactose oxidase- central domain 
16,gamma-Crystallin-like 
4,Gamma-glutamyl cyclotransferase-like 
1,Ganglioside M2 (gm2) activator 
6,GAS2 domain-like 
1,GatBYqeY motif 
1,Gated mechanosensitive channel 
10,GAT-like domain 
1,GckATtuD-like 
2,GCM domain 
3,GDNF receptor-like 
4,GFP-like 
7,GHMP Kinase- C-terminal domain 
4,GINS helical bundle-like 
1,GIY-YIG endonuclease 
14,GLA-domain 
1,GlnB-like 
206,Glucocorticoid receptor-like (DNA-binding domain) 
1,GlutaminaseAsparaginase 
8,Glutamine synthetaseguanido kinase 
2,Glutamine synthetase- N-terminal domain 
35,Glutathione synthetase ATP-binding domain-like 
1,Glu-tRNAGln amidotransferase C subunit 
11,Glyceraldehyde-3-phosphate dehydrogenase-like- C-terminal domain 
10,Glycerol-3-phosphate (1)-acyltransferase 
5,Glycolipid transfer protein- GLTP 
8,Glycoside hydrolasedeacetylase 
16,Glycosyl hydrolase domain 
10,GlyoxalaseBleomycin resistance proteinDihydroxybiphenyl dioxygenase 
1,GMP synthetase C-terminal dimerisation domain 
3,Granulin repeat 
5,GRIP domain 
16,GroEL apical domain-like 
15,GroEL equatorial domain-like 
13,GroEL-intermediate domain like 
22,GroES-like 
49,Growth factor receptor domain 
1,GspK insert domain-like 
41,GST C-terminal domain-like 
4,GTF2I-like repeat 
86,GTPase activation domain- GAP 
1,GTP cyclohydrolase I feedback regulatory protein- GFRP 
4,Guanido kinase N-terminal domain 
3,GYF domain 
1,GyrAParC C-terminal domain-like 
87,HAD-like 
7,Hairpin loop containing domain-like 
2,HAND domain of the nucleosome remodeling ATPase ISWI 
1,HBS1-like domain 
62,HCP-like 
25,HD-domainPDEase-like 
2,Head domain of nucleotide exchange factor GrpE 
14,Heat shock protein 70kD (HSP70)- C-terminal subdomain 
10,Heat shock protein 70kD (HSP70)- peptide-binding domain 
28,Hect- E3 ligase catalytic domain 
3,HedgehogDD-peptidase 
5,Hedgehogintein (Hint) domain 
6,Helical domain of Sec2324 
1,HemD-like 
1,Heme-dependent catalase-like 
11,Heme-dependent peroxidases 
2,Heme oxygenase-like 
21,Hemopexin-like domain 
1,Heparin-binding domain from vascular endothelial growth factor 
3,HesB-like domain 
4,HIN-2000 domain-like 
8,His-Me finger endonucleases 
1,Histidine-containing phosphotransfer domain- HPT domain 
72,Histone-fold 
1,Histone H3 K4-specific methyltransferase SET79 N-terminal domain 
10,HIT-like 
28,HITMYND zinc finger-like 
2,HIV integrase-binding domain 
115,HLH- helix-loop-helix DNA-binding domain 
4,HlyD-like secretion proteins 
9,HMA- heavy metal-associated domain 
57,HMG-box 
344,Homeodomain-like 
3,Homocysteine S-methyltransferase 
2,Homodimeric domain of signal transducing histidine kinase 
8,Hook domain 
18,Hormone receptor domain 
8,HR1 repeat 
5,HRDC-like 
1,HSC20 (HSCB)- C-terminal oligomerisation domain 
26,HSP20-like chaperones 
8,HSP40DnaJ peptide-binding domain 
2,Hsp90 co-chaperone CDC37 
8,HSP90 C-terminal domain 
1,HupFHypC-like 
1,HydANqo6-like 
1,HydBNqo4-like 
5,Hypothetical membrane protein Ta0354- soluble domain 
1,Hypothetical protein AF0491- middle domain 
3,Hypothetical protein c14orf129- hspc210 
1,Hypothetical protein PH1602 
1,Hypothetical protein SAV1430 
6,Hypothetical protein YjiA- C-terminal domain 
3,Hypothetical protein YwqG 
3,IHF-like DNA-binding proteins 
8,ILWEQ domain 
479,Immunoglobulin 
96,ImpE-like 
3,Indolic compounds 2-3-dioxygenase-like 
8,Inhibitor of apoptosis (IAP) repeat 
2,Initiation factor IF2eIF5b- domain 3 
2,Inorganic pyrophosphatase 
8,Inosine monophosphate dehydrogenase (IMPDH) 
2,Insert subdomain of RNA polymerase alpha subunit 
8,Insulin-like 
21,Integrin alpha N-terminal domain 
7,Integrin beta tail domain 
23,Integrin domains 
13,Interferon-induced guanylate-binding protein 1 (GBP1)- C-terminal domain 
42,Interleukin 8-like chemokines 
2,Invasinintimin cell-adhesion fragments 
2,Invertebrate chitin-binding proteins 
3,IP3 receptor type 1 binding core- domain 2 
1,IpaD-like 
2,Isochorismatase-like hydrolases 
5,IsocitrateIsopropylmalate dehydrogenase-like 
7,ISP domain 
2,ISP transmembrane anchor 
2,ISY1 domain-like 
2,ITPase-like 
7,JAB1MPN domain 
2,Jann2411-like 
9,KA1-like 
41,Kazal-type serine protease inhibitors 
75,Kelch motif 
2,Kix domain of CBP (creb binding protein) 
3,KorB DNA-binding domain-like 
377,KRAB domain (Kruppel-associated box) 
28,Kringle-like 
1,L21p-like 
14,L27 domain 
1,L28p-like 
15,L30e-like 
1,L35p-like 
3,L9 N-domain-like 
40,lambda repressor-like DNA-binding domains 
5,Lamin AC globular tail domain 
3,LanC-like 
4,L-aspartase-like 
2,LCCL domain 
11,LDH C-terminal domain-like 
38,LDL receptor-like module 
263,L domain-like 
7,LEM domain 
4,Lesion bypass DNA polymerase (Y-family)- little finger domain 
3,LeuDIlvD-like 
5,LexASignal peptidase 
9,Ligand-binding domain in the NO signalling and Golgi transport 
6,LigT-like 
2,Lipase chaperone-like 
19,Lipaselipooxygenase domain (PLATLH2 domain) 
38,Lipocalins 
2,Lipovitellin-phosvitin complex; beta-sheet shell regions 
3,Lipovitellin-phosvitin complex- superhelical domain 
6,Lipoxigenase 
2,Lissencephaly-1 protein (Lis-1- PAF-AH alpha) N-terminal domain 
1,LmbE-like 
8,LuxSMPP-like metallohydrolase 
6,LysM domain 
6,Lysozyme-like 
12,Macro domain-like 
2,Mago nashi protein 
1,MAL13P1.257-like 
4,Mannose-6-phosphate receptor binding protein 1 (Tip47)- C-terminal domain 
6,Mannose 6-phosphate receptor domain 
1,Mannose-binding lectins 
6,MAPEG domain-like 
4,MAST3 pre-PK domain-like 
1,MbtH-like 
1,MCPYpsA-like 
3,Mediator hinge subcomplex-like 
35,Metal cation-transporting ATPase- ATP-binding domain N 
23,Metallo-dependent hydrolases 
31,Metallo-dependent phosphatases 
23,Metallo-hydrolaseoxidoreductase 
86,Metalloproteases ("zincins")- catalytic domain 
17,Metallothionein 
1,Methenyltetrahydrofolate cyclohydrolase-like 
1,Methionine synthase activation domain-like 
1,Methionine synthase domain 
3,Methionyl-tRNA synthetase (MetRS)- Zn-domain 
2,Methylated DNA-protein cysteine methyltransferase- C-terminal domain 
2,Methylated DNA-protein cysteine methyltransferase domain 
2,Methylglyoxal synthase-like 
125,MFS general substrate transporter 
3,MgtE membrane domain-like 
42,MHC antigen-recognition domain 
5,Mibherc2 domain-like 
42,Microbial and mitochondrial ADK- insert "zinc finger" domain 
2,Midkine 
3,Mini-collagen I- C-terminal domain 
9,MIR domain 
17,MIT domain 
2,MIT domain-like 
1,Mitochondrial ATP synthase coupling factor 6 
48,Mitochondrial carrier 
3,Mitochondrial cytochrome c oxidase subunit IV 
2,Mitochondrial cytochrome c oxidase subunit VIa 
1,Mitochondrial cytochrome c oxidase subunit VIc 
4,Mitochondrial cytochrome c oxidase subunit VIIa 
2,Mitochondrial cytochrome c oxidase subunit VIIb 
1,Mitochondrial cytochrome c oxidase subunit VIIc (aka VIIIa) 
2,Mitochondrial cytochrome c oxidase subunit VIIIb (aka IX) 
1,Mitochondrial glycoprotein MAM33-like 
1,Mitochondrial import receptor subunit Tom20 
8,MoaDThiS 
7,Mob1phocein 
1,MoeA C-terminal domain-like 
1,MoeA N-terminal region -like 
5,Moesin tail domain 
1,Mog1pPsbP-like 
2,Molybdenum cofactor-binding domain 
1,Molybdenum cofactor biosynthesis protein C- MoaC 
5,Molybdenum cofactor biosynthesis proteins 
1,Molybdopterin synthase subunit MoaE 
1,MOP-like 
3,MOSC N-terminal domain-like 
1,mRNA decapping enzyme DcpS N-terminal domain 
7,Mss4-like 
1,MTH1187YkoF-like 
1,MTH1598-like 
2,MTH938-like 
1,MukF C-terminal domain-like 
9,Multidrug efflux transporter AcrB transmembrane domain 
14,Multiheme cytochromes 
51,MurCD N-terminal domain 
2,MurD-like peptide ligases- catalytic domain 
3,MurD-like peptide ligases- peptide-binding domain 
4,MW0975(SA0943)-like 
4,Myosin phosphatase inhibitor 17kDa protein- CPI-17 
17,Myosin S1 fragment- N-terminal domain 
1,N5-CAIR mutase (phosphoribosylaminoimidazole carboxylase- PurE) 
3,N-acetylmuramoyl-L-alanine amidase-like 
1,NAD-binding domain of HMG-CoA reductase 
17,NAD kinasediacylglycerol kinase-like 
235,NAD(P)-binding Rossmann-fold domains 
21,NAD(P)-linked oxidoreductase 
13,NagBRpiACoA transferase-like 
21,NAP-like 
3,N-(deoxy)ribosyltransferase-like 
2,Neurophysin II 
48,Neurotransmitter-gated ion-channel transmembrane pore 
168,NHL repeat 
6,NicotinateQuinolinate PRTase C-terminal domain-like 
3,NicotinateQuinolinate PRTase N-terminal domain-like 
46,Nicotinic receptor ligand binding domain-like 
1,NIF3 (NGG1p interacting factor 3)-like 
3,Nitric oxide (NO) synthase oxygenase domain 
163,Nitrous oxide reductase- N-terminal domain 
3,NOB1 zinc finger-like 
2,Non-globular alpha+beta subunits of globular proteins 
2,Non-heme 11 kDa protein of cytochrome bc1 complex (Ubiquinol-cytochrome c reductase) 
2,Nop10-like SnoRNP 
3,Nop domain 
1,NosLMerB-like 
5,Notch domain 
1,Nqo1C-terminal domain-like 
1,Nqo1 FMN-binding domain-like 
1,Nqo1 middle domain-like 
1,Nqo5-like 
1,NRDP1 C-terminal domain-like 
5,NSFL1 (p97 ATPase) cofactor p47- SEP domain 
3,N-terminal domain of adenylylcyclase associated protein- CAP 
3,N-terminal domain of alpha and beta subunits of F1 ATP synthase 
3,N-terminal domain of cbl (N-cbl) 
1,N-terminal domain of eukaryotic peptide chain release factor subunit 1- ERF1 
3,N-terminal domain of MutM-like DNA repair proteins 
1,N-terminal domain of the delta subunit of the F1F0-ATP synthase 
3,N-terminal- heterodimerisation domain of RBP7 (RpoE) 
39,N-terminal nucleophile aminohydrolases (Ntn hydrolases) 
1,N-terminal Zn binding domain of HIV integrase 
18,NTF2-like 
5,Nuclear receptor coactivator interlocking domain 
48,Nuclear receptor ligand-binding domain 
86,Nucleic acid-binding proteins 
3,Nucleoplasmin-like core domain 
3,Nucleoporin domain 
11,Nucleoside diphosphate kinase- NDK 
1,Nucleoside phosphorylasephosphoribosyltransferase catalytic domain 
1,Nucleoside phosphorylasephosphoribosyltransferase N-terminal domain 
90,Nucleotide-binding domain 
19,Nucleotide cyclase 
78,Nucleotide-diphospho-sugar transferases 
22,Nucleotidyltransferase 
1,Nucleotidyltransferase substrate binding subunitdomain 
28,Nucleotidylyl transferase 
26,Nudix 
2,Obg GTP-binding protein N-terminal domain 
1,Olfactory marker protein 
1,Oligosaccharyltransferase subunit ost4p 
4,Oligoxyloglucan reducing end-specific cellobiohydrolase 
5,omega toxin-like 
3,Oncogene products 
11,Orange domain-like 
240,Outer arm dynein light chain 1 
1,Outer membrane efflux proteins (OEP) 
1,Oxidoreductase molybdopterin-binding domain 
12,Oxysterol-binding protein-like 
2,P40 nucleoprotein 
44,p53-like transcription factors 
3,p53 tetramerization domain 
5,PABC (PABP) domain 
15,PA domain 
4,PAH2 domain 
3,PAPArchaeal CCA-adding enzyme- C-terminal domain 
4,PapD-like 
14,PAPOAS1 substrate-binding domain 
2,ParBSulfiredoxin 
9,PAZ domain 
2,PCD-like 
4,P-domain of calnexincalreticulin 
154,PDZ domain-like 
2,PEBP-like 
4,Pectin lyase-like 
5,Pentapeptide repeat-like 
8,Pentein 
17,PEP carboxykinase-like 
2,PEP carboxykinase N-terminal domain 
20,Peptidaseesterase gauge domain 
1,Peptide deformylase 
1,Peptide methionine sulfoxide reductase 
5,Peptidylarginine deiminase Pad4- middle domain 
5,Peptidyl-tRNA hydrolase domain-like 
2,Peptidyl-tRNA hydrolase II 
1,Peptidyl-tRNA hydrolase-like 
3,Peripheral subunit-binding domain of 2-oxo acid dehydrogenase complex 
40,Periplasmic binding protein-like I 
23,Periplasmic binding protein-like II 
1,Periplasmic chaperone C-domain 
1,PF0523-like 
1,PFL-like glycyl radical enzymes 
21,PGBD-like 
429,PH domain-like 
3,Phenylalanine zipper 
2,PheTTilS domain 
3,PHMPNGase F 
10,Phoshotransferaseanion transport protein 
3,Phosphoenolpyruvatepyruvate domain 
4,Phosphofructokinase 
5,Phosphoglucomutase- C-terminal domain 
5,Phosphoglucomutase- first 3 domains 
1,Phosphoglycerate kinase 
17,Phosphoglycerate mutase-like 
12,Phospholipase A2- PLA2 
1,Phospholipase CP1 nuclease 
16,Phospholipase Dnuclease 
5,Phosphotyrosine protein phosphatases I 
104,(Phosphotyrosine protein) phosphatases II 
1,PhoU-like 
1,PHP14-like 
3,PHP domain-like 
1,PilZ domain-like 
14,PIN domain-like 
5,PK beta-barrel domain-like 
2,PK C-terminal domain-like 
7,PKD domain 
7,Plakin repeat 
1,Plant lectinsantimicrobial peptides 
23,PLC-like phosphodiesterases 
33,Plexin repeat 
919,P-loop containing nucleoside triphosphate hydrolases 
5,PLP-binding barrel 
54,PLP-dependent transferases 
1,Plus3-like 
3,PMP inhibitors 
6,Polo-box domain 
2,Poly A polymerase C-terminal region-like 
1,Polynucleotide phosphorylaseguanosine pentaphosphate synthase (PNPaseGPSI)- domain 3 
